09X413,HIGH SCHOOL MEDICAL SCIENCES ,98,423,450,435
02M630,HIGH SCHOOL OF ART AND DESIGN ,212,427,423,418
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT ,33,370,427,381
12X550,HIGH SCHOOL OF WORLD CULTURES ,50,291,333,291
10X433,HIGH SCHOOL TEACHING PROFESSNS ,50,386,385,381
09X543,HIGH SCHOOL VIOLIN AND DANCE ,26,332,379,337
28Q505,HILLCREST HIGH SCHOOL ,498,385,400,385
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY ,34,374,362,366
07X670,Health Opportunities High School ,81,400,391,387
01M292,Henry Street School for International Studies ,31,391,425,385
28Q690,High School For Law Enforcement And Public Safety ,62,408,429,412
05M692,High School For Math Science Engineering City Coll ,106,592,627,575
11X253,High School For Writing & Communication Arts ,57,393,363,387
18K617,High School for Innovation in Advertising and Media ,,,
06M467,High School for Law and Public Service ,106,388,388,378
18K633,High School for Medical Professions ,,,
11X544,High School for the Contemporary Arts ,40,359,340,338
24Q267,High School of Applied Communication ,67,411,420,407
11X275,High School of Computers and Technology ,56,399,402,373
02M296,High School of Hospitality Management ,43,397,415,391
20K485,High School of Telecommunication Arts ,221,450,471,440
29Q498,Humanities and Arts Magnet High School ,45,383,371,370
02M544,INDEPENDENCE HIGH SCHOOL ,16,404,419,395
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL ,140,440,452,424
03M404,INNOVATION DIPLOMA PLUS HIGH SCHOOL ,,,
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL ,33,322,335,327
17K524,International High School @Prospect Hgt ,32,302,339,325
21K337,International High School at LaFayette ,35,355,395,355
10X342,International School of Liberal Arts ,46,333,336,285
28Q470,JAMAICA HIGH SCHOOL ,153,393,400,391
22K425,JAMES MADISON HIGH SCHOOL ,641,449,478,445
27Q480,JOHN ADAMS HIGH SCHOOL ,302,399,424,404
25Q425,JOHN BOWNE HIGH SCHOOL ,302,391,423,389
21K540,JOHN DEWEY HIGH SCHOOL ,349,414,465,396
10X475,JOHN F KENNEDY HIGH SCHOOL ,87,364,375,358
02M529,Jacqueline Kennedy Onassis High School ,88,420,424,398
08X650,Jane Addams Vocational High School ,152,370,377,363
07X379,Jill Chaifetz Transfer High School ,,,
76K460,John Jay High School ,9,390,381,398
10X268,Kingsbridge International High School ,40,313,316,296
18K569,Kurt Hahn Expeditionary Learning School ,,,
21K400,LAFAYETTE HIGH SCHOOL ,40,327,367,315
02M419,LANDMARK SCHOOL ,47,369,370,359
22K535,LEON M GOLDSTEIN HIGH SCHOOL ,239,543,578,559
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUS ,,,
02M655,LIFE SCIENCES SECONDARY SCHOOL ,71,399,389,383
30Q450,LONG ISLAND CITY HIGH SCHOOL ,296,418,434,408
03M470,LOUIS D BRANDEIS HIGH SCHOOL ,170,357,357,345
14K586,LYONS COMMUNITY SCHOOL ,,,
21K728,Liberation Diploma Plus High School ,13,402,351,380
02M550,Liberty High School Academy for Newcomers ,32,343,465,362
01M515,Lower East Side Preparatory High School ,154,314,532,314
02M542,MANHATTAN BRIDGE HIGH SCHOOL ,31,345,380,325
75M035,MANHATTAN HIGH SCHOOL - P35M ,,,
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL ,31,418,463,415
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL ,23,406,378,391
26Q435,MARTIN VAN BUREN HIGH SCHOOL ,343,402,411,398
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL ,12,385,378,391
12X248,METROPOLITAN HIGH SCHOOL ,42,340,361,335
31R080,MICHAEL J PETRIDES SCHOOL ,86,508,523,502
24Q520,MIDDLE COLLEGE HIGH SCHOOL ,32,386,402,373
09X252,MOTT HALL BRONX HIGH SCHOOL ,63,395,398,399
05M304,MOTT HALL HIGH SCHOOL ,63,424,421,410
02M520,MURRY BERGTRAUM HIGH SCHOOL ,287,411,439,396
02M575,Manhattan Comprehensive Night Day High School ,141,355,475,339
17K590,Medgar Evers College Preparatory High School ,113,459,482,452
22K405,Midwood High School at Brooklyn College ,725,493,543,491
02M418,Millennium High School ,140,512,554,523
12X400,Morris High School ,9,369,374,360
07X473,Mott Haven Village Preparatory High School ,48,345,352,349
19K583,Multicultural High School ,,,
02M543,NEW DESIGN HIGH SCHOOL ,74,390,385,387
31R440,NEW DORP HIGH SCHOOL ,282,431,446,434
07X547,NEW EXPLORERS HIGH SCHOOL ,36,382,376,376
20K445,NEW UTRECHT HIGH SCHOOL ,317,409,471,407
11X513,NEW WORLD HIGH SCHOOL ,43,331,384,341
02M414,NEW YORK CITY MUSEUM SCHOOL ,90,454,448,435
30Q555,NEWCOMERS HIGH SCHOOL ,147,343,447,346
24Q455,NEWTOWN HIGH SCHOOL ,251,379,427,372
02M620,NORMAN THOMAS HIGH SCHOOL ,152,378,387,370
02M376,NYC iSchool ,,,
02M412,New York City Laboratory School Collab Studies ,108,561,597,567
02M551,New York Harbor High School ,54,372,369,368
25Q792,North Queens Community High School ,22,434,422,422
75Q256,P256 QUEENS SCHOOL @ SAINT MARY'S ,,,
75Q004,P4Q SCHOOL (@ 179) ,,,
75X754,P754 X - Jeffrey M. Rapport School for Career Devt ,,,
02M298,PACE HIGH SCHOOL ,71,424,448,423
15K520,PACIFIC HIGH SCHOOL ,9,356,352,343
04M495,PARK EAST HIGH SCHOOL ,46,360,374,362
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL ,42,406,415,394
12X278,PEACE & DIVERSITY ACAD HIGH SCHOOL ,24,408,400,401
19K507,PERFORMING ARTS & TECH HIGH SCHOOL ,49,371,363,356
79X490,PHOENIX SCHOOL ,7,404,423,416
31R445,PORT RICHMOND HIGH SCHOOL ,237,437,442,425
75X012,PS12X LEWIS AND CLARK SCHOOL ,,,
24Q296,Pan American International High School ,,,
02M535,Park West High School ,,,
17K625,Paul Robeson High School ,121,355,358,348
02M408,Professional Performng Arts School ,69,495,465,499
14K474,Progress High School For Professional Careers ,102,365,375,373
17K440,Prospect Heights High School ,12,388,373,374
28Q310,Queens Collegiate: A College Board School ,,,
26Q566,Queens High School-Teaching Liberal Arts Sciences ,144,438,455,433
25Q252,Queens School of Inquiry ,,,
24Q600,Queens Vocational & Tech High School ,130,415,428,401
27Q475,RICHMOND HILL HIGH SCHOOL ,397,380,401,380
21K344,Rachel Carson High School for Coastal Studies ,66,422,459,418
08X293,Renaissance High School Music Theater T ,47,389,375,375
02M580,Richard R Green High School of Teaching ,79,425,429,419
25Q670,Robert F Kennedy Community High School ,61,449,471,462
27Q308,Robert H. Goddard High School for Communication Art ,,,
18K415,SAMUEL J TILDEN HIGH SCHOOL ,42,328,341,338
19K683,SCHOOL FOR CLASSICS ,,,
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP ,25,358,378,372
17K531,SCHOOL FOR HUMAN RIGHTS ,21,357,391,343
02M690,SCHOOL FOR THE PHYSICAL CITY ,14,382,404,359
15K497,SCHOOL INTERNATIONAL STUDIES ,45,402,414,382
02M413,SCHOOL OF THE FUTURE ,79,475,488,466
15K464,SECONDARY SCHOOL FOR RESEARCH ,65,373,395,368
15K463,SECONDARY SCHOOL JOURNALISM ,75,393,372,370
22K495,SHEEPSHEAD BAY HIGH SCHOOL ,192,380,416,380
18K515,SOUTH SHORE HIGH SCHOOL ,29,365,352,336
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL ,287,638,673,617
02M475,STUYVESANT HIGH SCHOOL ,804,674,735,678
31R460,SUSAN E WAGNER HIGH SCHOOL ,531,463,482,457
07X655,Samuel Gompers Vocational Technical High School ,105,370,385,354
02M570,Satellite Academy High School ,16,400,336,376
14K477,School for Legal Studies ,82,385,390,384
13K419,Science Skills Center High School ,104,419,421,409
02M445,Seward Park High School ,,,
72X470,South Bronx High School ,,,
15K698,South Brooklyn Community High School ,17,387,371,368
75R025,South Richmond High School ,10,407,421,400
29Q420,Springfield Gardens High School ,20,429,402,403
02M519,TALENT UNLIMITED HIGH SCHOOL ,124,465,454,461
23K697,TEACHERS PREPARATORY SCHOOL ,59,396,389,389
19K435,THOMAS JEFFERSON HIGH SCHOOL ,,,
31R455,TOTTENVILLE HIGH SCHOOL ,698,459,482,467
08X452,The Bronx Guild High School ,36,381,361,352
02M303,The Facing History School ,59,381,373,377
02M313,The James Baldwin School ,45,421,419,394
10X225,Theatre Arts Production Company School ,53,382,375,363
28Q620,Thomas Edison Vocational-Technical High School ,529,455,490,439
25Q525,Townsend Harris High School at Queens College ,273,637,644,642
02M500,UNITY HIGH SCHOOL ,31,371,369,368
07X495,UNIVERSITY HEIGHTS HIGH SCHOOL ,66,401,388,396
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMIN ,34,349,370,363
01M448,University Neighborhood High School ,60,394,419,387
03M307,Urban Assembly School For Media Studies ,53,374,363,377
09X241,Urban Assembly School for Applied Math Science ,,,
07X548,Urban Assembly School for Careers in Sports ,58,381,423,384
02M316,Urban Assembly School of Business for Young Women ,52,401,409,391
02M300,Urban Assembly School of Design and Construction ,49,405,446,415
13K483,Urban Assembly School of Law and Justice ,104,414,415,412
13K350,Urban Assembly School of Music and Art ,59,394,371,371
02M449,VANGUARD HIGH SCHOOL ,54,367,395,373
18K576,VICTORY COLLEGIATE HIGH SCHOOL ,,,
24Q744,VOYAGES PREPARATORY HIGH SCHOOL ,7,416,413,364
17K489,W E B DUBOIS HIGH SCHOOL ,17,381,344,360
03M415,WADLEIGH SECONDARY SCHOOL ,68,376,373,371
10X430,WALTON HIGH SCHOOL ,,,
02M460,WASHINGTON IRVING HIGH SCHOOL ,163,381,385,368
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL ,11,363,382,381
30Q445,WILLIAM C BRYANT HIGH SCHOOL ,322,405,456,408
25Q285,WORLD JOURNALISM PREPARATORY SCHOOL ,56,429,425,421
21K620,William E. Grady Vocational Technical High School ,56,385,393,361
19K660,William H Maxwell Voc High School ,49,355,367,355
14K558,Williamsburg High School for Architecture & Design ,44,399,393,367
21K412/21K411,YABC AT ABRAHAM LINCOLN HIGH SCHOOL ,,,
08X507,YABC AT ADLAI STEVENSON HIGH SCHOOL ,,,
18K501,YABC AT CANARSIE HIGH SCHOOL ,,,
25Q467,YABC AT FLUSHING HIGH SCHOOL ,,,
10X667,YABC AT GRACE DODGE HIGH SCHOOL ,13,367,378,358
11X456,YABC AT HARRY S. TRUMAN HIGH SCHOOL ,,,
08X408,YABC AT HERBERT H. LEHMAN HIGH SCHOOL ,8,358,343,385
27Q487/27Q481,YABC AT JOHN ADAMS HIGH SCHOOL ,,,
10X478,YABC AT JOHN F. KENNEDY HIGH SCHOOL ,12,389,383,364
10X430,YABC AT WALTON HIGH SCHOOL ,,,
14K923,YABC at Automative High School ,,,
20K658,YABC at Franklin D. Roosevelt High School ,33,363,443,369
02M473,YABC at Washington Irving High School ,,,
04M610,YOUNG WOMEN LEADERSHIP SCHOOL ,48,451,445,470
28Q896,Young Women's Leadership High School ,,,
04M610,Young Women's Leadership School of Astoria ,,,
